475,292
486,266
635,295
631,321
411.0,285.0
401.0,241.0
457.0,254.0
475.0,292.0
353.0,271.0
346.0,233.0
397.0,239.0,
411.0,284.0
291.0,257.0
293.0,219.0
344.0,228.0
347.0,270.0
235.0,243.0
241.0,213.0
289.0,221.0
289.0,259.0
188.0,233.0
195.0,202.0
240.0,214.0
233.0,246.0
137.0,225.0
149.0,198.0
195.0,202.0
181.0,237.0
93.0,213.0
109.0,185.0
150.0,197.0
138.0,224.0
57.0,206.0
77.0,180.0
111.0,189.0
95.0,216.0
22.0,200.0
33.0,173.0
73.0,184.0
59.0,204.0
522.0,457.0
632.0,404.0
637.0,426.0
622.0,475.0
426.0,437.0
545.0,388.0
630.0,404.0
527.0,462.0
329.0,422.0
461.0,369.0
544.0,388.0
428.0,438.0
250.0,394.0
386.0,352.0
466.0,370.0
335.0,417.0
176.0,373.0
311.0,339.0
386.0,356.0
251.0,393.0
104.0,353.0
237.0,319.0
308.0,339.0
172.0,371.0
53.0,333.0
174.0,305.0
238.0,322.0
104.0,350.0
8.0,315.0
107.0,291.0
172.0,308.0
47.0,333.0
2.0,311.0
5.0,290.0
64.0,275.0
111.0,292.0
